start_time,execution_time,part_numbers,n_suppliers,LTL_zones,horizon,obj_value,obj_bound,obj_gap,trans_costs,order_cost,load_car_rent,load_car_invest,share_suppl_FTL,share_suppl_CES,share_suppl_LTL
2023-07-26_16:08:29.378037,0.9828894138336182,3927,25,34,20,6777.508032554848,6777.508032554848,0.0,4195.704173188348,1950.0,70.28512111422592,1224.7421755784117,0.0,44.0,56.00000000000001
2023-07-26_16:08:33.758294,0.719109058380127,3927,25,34,20,7434.928263679227,7434.928263679054,2.324218704046286e-14,5470.325296271275,1500.0,88.1606958498371,6191.3411305946875,0.0,36.0,64.0
2023-07-26_16:08:38.881242,1.428312063217163,3927,25,34,20,7545.415121150315,7545.415121150315,0.0,5332.272696682619,1450.0,93.5871303602838,1297.6562334172077,0.0,48.0,52.0
2023-07-26_16:08:44.244213,1.5895543098449707,3927,25,34,20,7223.961938259954,7223.9567855977,7.132737267702949e-07,5215.862198435919,1500.0,109.30983741888433,2508.791288196998,0.0,60.0,40.0
2023-07-26_16:08:49.169585,1.1911380290985107,3927,25,34,20,7425.675064507791,7425.67506450729,6.748633307052749e-14,5441.5602410293595,1299.9999544,153.43508480270262,847.4111332920759,0.0,40.0,60.0
2023-07-26_16:08:53.987112,1.0732107162475586,3927,50,10,10,7571.211077969443,7571.211077969443,0.0,5670.352716649217,1450.0,104.59994277738842,1585.7670961802862,0.0,10.0,40.0
2023-07-26_16:08:58.074818,1.0261905193328857,3927,50,10,10,10077.163750857579,10076.799313519121,3.616467365896533e-05,6015.77655743652,3099.999984973058,91.19266172061597,2481.546840672544,0.0,42.0,57.99999999999999
2023-07-26_16:09:01.814014,0.6541244983673096,3927,50,10,10,10501.042368814517,10501.042368814433,0.0,6451.493913322575,2850.0,118.94506643304109,1471.4137054309606,0.0,26.0,74.0
2023-07-26_16:09:05.829542,0.7104363441467285,3927,50,10,10,9916.35778098199,9916.357780981902,0.0,6296.016045414071,2700.0,100.93559192962097,1407.8106080401276,0.0,34.0,64.0
2023-07-26_16:09:10.200355,1.3269834518432617,3927,50,10,10,9587.24957933161,9587.249579331494,1.2142723610523852e-14,5762.615019599003,2900.0,93.99463752102366,2339.53711042995,0.0,54.0,46.0
2023-07-26_16:09:14.476419,1.0779824256896973,3927,50,10,15,10586.990289121015,10586.714742059761,2.6026949466166348e-05,6831.584351564741,3150.0,106.56242386904813,2999.187043185177,0.0,24.0,76.0
2023-07-26_16:09:20.911074,2.1813805103302,3927,50,10,15,12783.130795493675,12783.130795493675,0.0,8716.160480077022,3000.0,177.22007946004183,5010.360640748133,0.0,30.0,70.0
2023-07-26_16:09:27.133876,1.8522837162017822,3927,50,10,15,12866.767802960996,12866.767802960656,2.6436399853644448e-14,8228.774918998228,3200.0,121.58813008353705,1740.183101197846,0.0,48.0,52.0
2023-07-26_16:09:34.711617,2.9284677505493164,3927,50,10,15,12533.901306056534,12533.901306056534,0.0,8557.254964976795,3100.0,152.9183655352673,2431.417685438401,0.0,38.0,62.0
2023-07-26_16:09:40.447604,1.5421483516693115,3927,50,10,15,13797.82971318896,13797.82971318896,0.0,9160.898436621388,3400.0,175.66965940193072,1969.5175632568867,0.0,16.0,84.0
2023-07-26_16:09:46.870820,2.150665044784546,3927,50,10,20,12952.903194006838,12952.903194006838,0.0,9048.249047821153,3350.0,198.2329290746146,3654.1613405772873,0.0,26.0,74.0
2023-07-26_16:09:58.199826,6.07175087928772,3927,50,10,20,14895.85119580346,14895.85119580346,0.0,10293.87209975862,3050.0,270.71613485289424,6772.529850607465,0.0,62.0,38.0
2023-07-26_16:10:09.088585,5.514011383056641,3927,50,10,20,15153.700298333682,15153.700298333682,0.0,10421.357397850852,3550.0,148.01332560159986,6575.594875578114,0.0,60.0,40.0
2023-07-26_16:10:16.669586,2.2494688034057617,3927,50,10,20,15235.513556839482,15235.513556839482,0.0,10647.826375346913,2800.0,173.70762879029328,2234.0922471351964,0.0,40.0,60.0
2023-07-26_16:10:24.431624,2.245516538619995,3927,50,10,20,14699.606866438044,14698.657177265193,6.460643345630764e-05,11037.388743031663,3050.0,214.7615225468991,2832.3319982670737,0.0,38.0,62.0
2023-07-26_16:10:31.928744,2.15755033493042,3927,50,20,10,15112.932817963054,15112.932817963054,0.0,11142.324518578333,2850.0,200.70035331666662,4102.488184101654,0.0,32.0,66.0
2023-07-26_16:10:36.370648,0.8148772716522217,3927,50,20,10,9764.55235195134,9764.55235195134,0.0,6094.132604592147,2700.0,126.68171935777292,1712.060747878779,0.0,38.0,62.0
2023-07-26_16:10:41.018543,1.2442491054534912,3927,50,20,10,9120.379131371803,9120.379131371803,0.0,5734.4231958265855,2650.0,107.54524134921924,2742.5474363082685,0.0,52.0,48.0
2023-07-26_16:10:45.143631,0.7261593341827393,3927,50,20,10,10790.014048201843,10790.014048201843,0.0,6434.247415154845,3600.0,108.76385754719576,1692.576162040841,0.0,34.0,66.0
2023-07-26_16:10:49.320943,0.7687180042266846,3927,50,20,10,10232.35440914449,10232.35440914449,0.0,6546.162980568084,2600.0,98.88376311308738,3475.8357098525194,0.0,20.0,80.0
2023-07-26_16:10:54.136763,1.433983325958252,3927,50,20,15,9269.857448551937,9269.857448551842,0.0,5853.466068275485,2850.0,88.13947379437951,1311.0625278124123,0.0,50.0,50.0
2023-07-26_16:11:00.443433,1.736283540725708,3927,50,20,15,13372.793195021677,13372.412481659034,2.8469247754838578e-05,8526.538260002679,3549.9999989809894,126.305251971345,2498.66798467789,0.0,32.0,66.0
2023-07-26_16:11:06.673132,1.5699114799499512,3927,50,20,15,12016.989551648667,12016.989551648667,0.0,8146.248841584822,3050.0000000000005,186.81757260410546,4102.595659073996,0.0,48.0,50.0
2023-07-26_16:11:12.681265,1.3507194519042969,3927,50,20,15,12055.940475746818,12055.940475746818,0.0,8424.610120547435,2800.0,211.7689620811892,1459.8003738356379,0.0,36.0,64.0
2023-07-26_16:11:18.696888,1.3802697658538818,3927,50,20,15,13513.098777405103,13513.082090748823,1.2348504628257967e-06,9057.019651174884,3099.99999,122.34756173500358,1658.4357713805505,0.0,18.0,82.0
2023-07-26_16:11:26.684512,3.33449649810791,3927,50,20,20,12350.730455670411,12350.730455670411,0.0,7844.084268834624,3300.0,204.95803306062322,2637.8044670124436,0.0,60.0,40.0
2023-07-26_16:11:36.724339,4.196132659912109,3927,50,20,20,15929.020530030837,15929.020530030415,2.6492874488235827e-14,10930.655301765273,3400.0,214.5322351091864,3345.221605657499,0.0,32.0,68.0
2023-07-26_16:11:44.938163,2.3182373046875,3927,50,20,20,15073.583227304864,15073.583227304864,0.0,10766.931566569723,3000.0000000000005,268.5110181303802,4538.367503011808,0.0,40.0,60.0
2023-07-26_16:11:53.561746,2.653491258621216,3927,50,20,20,16334.71080618117,16334.71080618117,0.0,11175.754079393108,3600.0,149.94130697593914,4760.498936966125,0.0,26.0,74.0
2023-07-26_16:12:03.659627,4.141242742538452,3927,50,20,20,15154.641867629854,15154.641867629638,1.4283395207399292e-14,10426.099264694829,3200.0,168.64094162705524,2581.065493503707,0.0,50.0,50.0
2023-07-26_16:12:12.013543,2.483163595199585,3927,50,34,10,16006.897770404628,16006.897770404628,0.0,11039.410551207986,3800.0,179.03049172925736,7129.9115606438845,0.0,36.0,64.0
