start_time,execution_time,part_numbers,n_suppliers,LTL_zones,horizon,obj_value,obj_bound,obj_gap,trans_costs,order_cost,load_car_rent,load_car_invest,trans_costs_FTL,trans_costs_CES,trans_costs_LTL,share_suppl_FTL,share_suppl_CES,share_suppl_LTL
2023-07-28_19:55:26.278279,20.19854974746704,3927,125,34,20,38624.36686123122,38621.829510481475,6.56930056318751e-05,26960.928880165786,7999.9999980263165,479.3511066336523,9601.87287880936,0.0,23565.98000000057,3394.948880165214,0.0,40.0,60.0
2023-07-28_19:56:07.320528,25.165097951889038,3927,125,34,20,36837.1533666362,36837.1533666362,0.0,26125.109246100663,7550.0000021986825,562.8759565440332,14021.374081496962,5.8260324085025545e-12,23561.470000000572,2563.639246100083,0.0,52.0,48.0
2023-07-28_19:56:39.232992,15.976680040359497,3927,125,34,20,38026.62812121957,38026.62812121957,0.0,27347.947453767145,7700.0,400.1128399331353,14052.881080066007,0.0,23565.98000000057,3781.967453766573,0.0,40.0,60.0
2023-07-28_19:56:56.117445,8.03355622291565,3927,150,10,10,29200.45121295651,29200.204997293833,8.431912948180478e-06,17906.901947177168,8300.0,267.0202155379386,6117.213616139286,0.0,14132.700000000283,3774.201947176886,0.0,46.666666666666664,53.333333333333336
2023-07-28_19:57:13.404434,9.289803743362427,3927,150,10,10,30058.62077603743,30058.620776037267,5.4463259488484266e-15,17966.45453626949,8950.0,390.4453386395529,5991.852340061233,0.0,14129.420000000284,3837.0345362692083,0.0,47.333333333333336,52.666666666666664
2023-07-28_19:57:29.236994,7.859252452850342,3927,150,10,10,30249.46312946392,30249.46312946392,0.0,18894.63817767405,8850.0,214.71406836090097,8755.921559643255,-3.3781319921139587e-12,14133.930000000282,4760.708177673771,0.0,38.666666666666664,61.33333333333333
2023-07-28_19:57:42.887052,5.678061008453369,3927,150,10,10,30282.96353138856,30282.963526288488,1.6841388625783543e-10,18774.915178898184,9049.999998516683,298.00857375599116,9877.754137459013,0.0,14134.340000000282,4640.575178897902,0.0,38.0,62.0
2023-07-28_19:57:57.676336,6.802414417266846,3927,150,10,10,28269.284236564745,28269.114454129915,6.005897899978073e-06,16920.661486787896,8050.000001143033,313.93690523215855,6314.279077417836,0.0,14128.190000000282,2792.4714867876132,0.0,54.666666666666664,45.33333333333333
2023-07-28_19:58:24.170331,15.569792985916138,3927,150,10,15,38759.2583199172,38755.773688092915,8.990450218431217e-05,26196.521750681168,9000.0,430.7485774077497,9592.031799640303,0.0,21208.480000000498,4988.041750680671,0.0,36.666666666666664,63.33333333333333
2023-07-28_19:58:44.954087,9.24276876449585,3927,150,10,15,38757.498072015886,38756.288787160884,3.12013136852876e-05,25490.013846133534,9450.0,438.86187629810007,10391.969529711068,-1.5232605103680136e-11,21206.8400000005,4283.1738461330515,0.0,37.333333333333336,62.66666666666667
2023-07-28_19:59:08.830880,12.363572359085083,3927,150,10,15,39125.42737903146,39122.126185884365,8.437462203586248e-05,25365.915886700048,9249.999999718453,462.7248267261377,7929.899385650886,0.0,21205.6100000005,4160.305886699549,0.0,39.33333333333333,60.66666666666667
2023-07-28_19:59:38.860533,18.520371913909912,3927,150,10,15,38951.6286241792,38951.415847422824,5.462589470274328e-06,25046.475727772377,10250.0,579.4805364945605,9047.490389538012,-3.0635235368905944e-12,21204.3800000005,3842.095727771882,0.0,40.666666666666664,59.333333333333336
2023-07-28_20:00:02.352510,11.971967935562134,3927,150,10,15,36747.841887984025,36746.33396362845,4.103436496135697e-05,25554.272135190633,8599.999996004015,392.16118707139583,10702.191336734257,0.0,21206.8400000005,4347.432135190135,0.0,36.0,64.0
2023-07-28_20:00:29.412732,12.68976879119873,3927,150,10,20,47055.203791508364,47055.203791508364,0.0,34018.67314044632,10200.0,584.5021664998325,8530.28160238295,-3.785776484183945e-11,28284.260000000715,5734.413140445644,0.0,23.333333333333332,76.66666666666667
2023-07-28_20:01:04.338974,19.861746072769165,3927,150,10,20,45501.041490109,45501.041490109,0.0,32715.797854263896,9749.999997944971,519.4942122834443,7943.804648022505,7.0935502351827984e-12,28281.800000000716,4433.997854263173,0.0,38.666666666666664,61.33333333333333
2023-07-28_20:01:45.559964,26.17904257774353,3927,150,10,20,44806.50003346178,44805.9589150489,1.207678378088863e-05,31469.13698294238,8749.999999999996,656.6679554474663,17269.90290648072,0.0,28276.88000000071,3192.256982941666,0.0,47.333333333333336,50.0
2023-07-28_20:02:22.280946,21.544536352157593,3927,150,10,20,46399.27736483273,46399.27736483273,0.0,32493.78890504509,10650.0,499.8335469313248,19007.416372767133,-2.358724554555497e-11,28276.880000000718,4216.908905044395,0.0,42.66666666666667,57.333333333333336
2023-07-28_20:03:02.235646,24.877169609069824,3927,150,10,20,45574.73941171251,45574.45194754429,6.307532899401998e-06,31718.346288401313,9049.999967738639,667.0532070911178,14361.404776441326,0.0,28278.930000000717,3439.416288400595,0.0,36.666666666666664,62.66666666666667
2023-07-28_20:03:16.974302,4.772252082824707,3927,150,20,10,29294.643460133433,29294.643460133433,0.0,18645.762719163653,8200.0,297.4625057369861,4160.365372863203,0.0,14135.570000000282,4510.19271916337,0.0,35.333333333333336,64.66666666666666
2023-07-28_20:03:31.679526,5.8981616497039795,3927,150,20,10,29331.552029666927,29331.361528167185,6.494763712133024e-06,17537.03458992365,8400.000000008968,290.7157386518692,6140.46076365369,0.0,14131.470000000283,3405.5645899233646,0.0,42.66666666666667,57.333333333333336
2023-07-28_20:03:44.973141,4.546363830566406,3927,150,20,10,31756.24822314608,31756.24822314608,0.0,18844.675612880215,8949.999995185184,307.6478952110175,6757.336153059345,0.0,14138.03000000028,4706.645612879936,0.0,21.333333333333336,78.66666666666666
2023-07-28_20:03:59.400692,5.665307521820068,3927,150,20,10,31022.421629012813,31022.421629012813,0.0,18636.212478295176,9050.0,298.0239583330823,6256.925062885908,0.0,14136.800000000281,4499.412478294896,0.0,33.33333333333333,66.66666666666666
2023-07-28_20:04:14.714670,6.58358359336853,3927,150,20,10,27868.15374157999,27867.042417928285,3.987790730631559e-05,17548.286786885892,8050.0,277.9436353664553,5978.603006972616,0.0,14129.010000000284,3419.2767868856085,0.0,50.0,50.0
2023-07-28_20:04:59.309782,32.54614782333374,3927,150,20,15,40456.87028854328,40456.57517039751,7.294636081919778e-06,26230.428464443103,10500.000007670467,551.630608472557,7451.125330222427,0.0,21211.350000000497,5019.078464442604,0.0,32.666666666666664,67.33333333333333
2023-07-28_20:05:22.764942,10.732975721359253,3927,150,20,15,39458.71937399761,39458.522869712695,4.979996513545997e-06,26112.672163098483,10350.0,384.1742647411082,13955.61639594555,4.885675416974637e-11,21210.530000000497,4902.142163097937,0.0,33.33333333333333,66.66666666666666
2023-07-28_20:05:46.796698,11.323434114456177,3927,150,20,15,37563.70128936757,37560.34230400629,8.942104334724067e-05,25770.55479157368,8550.0,457.33244513918555,10360.72953698809,0.0,21207.2500000005,4563.3047915731795,0.0,33.33333333333333,66.66666666666666
2023-07-28_20:06:09.862690,10.425222158432007,3927,150,20,15,39272.42697984297,39272.42697984297,0.0,26462.806371970546,10150.000001070784,431.0546538715264,11113.991987039664,0.0,21208.890000000498,5253.916371970047,0.0,28.000000000000004,72.0
2023-07-28_20:06:34.156594,11.646733283996582,3927,150,20,15,37558.70084637385,37557.77207067463,2.472864285212652e-05,25262.810179521213,9149.99999947631,414.3861222533143,8896.658338614998,-3.002715118242761e-11,21204.3800000005,4058.4301795207452,0.0,47.333333333333336,52.666666666666664
2023-07-28_20:07:17.905069,27.745332956314087,3927,150,20,20,44374.920075880866,44374.920075880866,0.0,32674.133199095417,8200.000001992314,553.5522440690282,9987.622111942363,0.0,28277.290000000718,4396.843199094698,0.0,36.666666666666664,63.33333333333333
2023-07-28_20:07:53.190977,18.60407042503357,3927,150,20,20,46475.28386590203,46474.71977932252,1.2137345543370673e-05,32927.06803184197,9700.0,534.5574375314013,10640.253717029504,0.0,28281.800000000716,4645.268031841253,0.0,32.666666666666664,67.33333333333333
2023-07-28_20:08:49.933071,40.07557034492493,3927,150,20,20,46588.29546812996,46587.70873487407,1.2594005640177532e-05,31926.640897235506,9999.99998845614,437.95635015118415,13016.627807830939,0.0,28277.700000000717,3648.940897234788,0.0,44.0,56.00000000000001
2023-07-28_20:09:43.760171,36.92005228996277,3927,150,20,20,46621.49999041801,46620.0955535779,3.012423110360878e-05,32490.295896935764,10850.000017846134,717.2230886108786,5803.516760348295,-1.125187656127051e-11,28278.110000059285,4212.185896876489,0.0,41.333333333333336,57.333333333333336
2023-07-28_20:10:17.146473,16.772945165634155,3927,150,20,20,46779.60800070704,46779.60800070704,0.0,33052.69500434402,9249.999999663847,600.4360205194461,9235.714608482096,0.0,28280.570000000716,4772.125004343306,0.0,31.333333333333336,68.66666666666667
2023-07-28_20:10:35.764689,7.479355573654175,3927,150,34,10,29473.507516025486,29473.275384416414,7.875941095400995e-06,17979.57918216238,8749.999999393369,295.0247739056053,6071.301801445438,0.0,14132.700000000283,3846.879182162096,0.0,42.66666666666667,57.333333333333336
2023-07-28_20:10:53.524118,7.922955274581909,3927,150,34,10,31283.55773210969,31283.310803561315,7.893237415302165e-06,19521.747626847748,8800.000000150501,272.25425159949333,4864.6854032974425,0.0,14138.03000000028,5383.717626847467,0.0,26.666666666666668,73.33333333333333
2023-07-28_20:11:07.868726,4.427751541137695,3927,150,34,10,29916.601667034367,29916.39292209511,6.977561876173778e-06,18878.81721104866,8750.0,258.58923880124644,7216.409400111292,3.0182162484692375e-12,14135.570000000282,4743.247211048375,0.0,34.0,66.0
2023-07-28_20:11:25.140924,7.369307994842529,3927,150,34,10,30716.002500208844,30716.002500208844,0.0,18300.384539177376,9149.999983291957,305.6213935633337,4320.965108172097,-9.369916825167617e-12,14135.570000000282,4164.814539177102,0.0,38.0,62.0
2023-07-28_20:11:39.613693,4.6247148513793945,3927,150,34,10,30619.062554793956,30618.740437017063,1.0520171096593103e-05,18827.757906230665,8650.0,360.30650495182505,8745.62562292271,0.0,14136.800000000281,4690.957906230383,0.0,35.333333333333336,64.66666666666666
2023-07-28_20:12:04.356514,10.985824584960938,3927,150,34,15,37428.998320741215,37428.73782764104,6.959659939192682e-06,26001.501656549655,9000.0,486.7041025416245,9275.275114744418,0.0,21209.710000000498,4791.79165654916,0.0,30.666666666666664,69.33333333333334
2023-07-28_20:12:56.183358,37.500144243240356,3927,150,34,15,37521.544687126196,37521.24225739039,8.060162190226595e-06,24421.943776391734,9550.0,315.2279767036519,6186.587029932506,6.36616671646577e-11,21203.1500000005,3218.79377639117,0.0,53.333333333333336,46.666666666666664
2023-07-28_20:13:24.519241,13.923750400543213,3927,150,34,15,37075.79410695809,37074.548867861406,3.358630952297585e-05,25183.68642062306,9050.0,440.2568937723983,11924.490180330093,0.0,21205.6100000005,3978.076420622561,0.0,38.666666666666664,61.33333333333333
2023-07-28_20:13:55.725092,16.7926242351532,3927,150,34,15,36867.03019332716,36867.030144583274,1.3221539156452063e-09,24751.83864243162,8950.0,379.81074622797183,9019.877313373103,0.0,21203.1500000005,3548.6886424311206,0.0,46.666666666666664,53.333333333333336
2023-07-28_20:14:24.906659,14.788870811462402,3927,150,34,15,37278.1297169941,37278.1297169941,0.0,25626.191754859014,8850.0,351.62823909907826,9595.889219935036,-3.046037125553394e-11,21208.070000000498,4418.121754858545,0.0,41.333333333333336,58.666666666666664
2023-07-28_20:15:15.630145,32.271451473236084,3927,150,34,20,45148.43552070685,45146.24741700114,4.8464662849868644e-05,32069.02408200203,8950.0,546.0513543536114,14185.360653970982,0.0,28276.470000000718,3792.5540820013134,0.0,42.66666666666667,57.333333333333336
2023-07-28_20:15:56.742590,22.269699096679688,3927,150,34,20,45536.687894408446,45535.675606521305,2.223016064514877e-05,32267.972776035098,9050.000001003329,523.7028070873508,6749.912759600925,0.0,28280.160000000717,3987.812776034382,0.0,39.33333333333333,60.66666666666667
2023-07-28_20:16:56.997390,41.29263472557068,3927,150,34,20,46700.66870656206,46698.72355798921,4.1651407286514e-05,32085.320652345123,10300.000018722149,492.69894027409794,6582.920643276285,0.0,28278.930000000717,3806.3906523444075,0.0,46.0,54.0
2023-07-28_20:17:38.890385,22.95708394050598,3927,150,34,20,45866.448094694,45865.91360960388,1.1653073484572085e-05,33010.39987376764,8950.0,675.0052359822926,13386.692419101339,3.716088875820166e-12,28279.750000000717,4730.64987376692,0.0,34.0,66.0
2023-07-28_20:18:14.878834,17.008650064468384,3927,150,34,20,46543.02592721959,46542.89588367776,2.7940500051291347e-06,32055.870720545707,10300.0,506.14361187794947,10439.07481044598,0.0,28278.930000000717,3776.940720544991,0.0,36.666666666666664,63.33333333333333
2023-07-28_20:18:33.809494,8.794344902038574,3927,175,10,10,35143.952828883695,35143.952828883695,0.0,19963.215264371207,10200.0,403.57949627299837,5888.303474595517,-8.781738302110189e-12,16486.100000000355,3477.1152643708606,0.0,47.42857142857143,52.57142857142857
2023-07-28_20:18:48.487603,5.477033853530884,3927,175,10,10,34900.82667033365,34900.82667033365,0.0,22071.015895425295,9549.999996927649,423.04315878537454,4947.440125932084,0.0,16493.480000000352,5577.535895424943,0.0,25.142857142857146,74.85714285714286
2023-07-28_20:19:04.165162,6.514194965362549,3927,175,10,10,35259.60568893107,35259.60568893107,0.0,21857.95451345322,10100.0,395.9982235043248,7756.718317404867,0.0,16491.020000000353,5366.934513452868,0.0,36.0,64.0
2023-07-28_20:19:18.576766,5.254059076309204,3927,175,10,10,35669.00024733116,35667.02110153777,5.5486438634843606e-05,21317.470332950044,9800.0,335.67474360593064,16357.416245927287,1.5795220971636775e-11,16488.970000000354,4828.500332949676,0.0,35.42857142857142,64.57142857142857
2023-07-28_20:19:35.240355,7.47908091545105,3927,175,10,10,35727.668832762865,35727.668832762865,0.0,21391.241474315222,10150.0,410.7400922004652,8251.86193349431,0.0,16491.430000000353,4899.81147431487,0.0,32.0,68.0
2023-07-28_20:20:11.142091,23.210158348083496,3927,175,10,15,43900.02092384688,43900.020923846816,0.0,29812.49658602329,10550.0000033536,452.92532811646953,12444.520078499023,0.0,24740.22000000061,5072.276586022681,0.0,37.142857142857146,62.857142857142854
2023-07-28_20:20:48.942073,24.521610260009766,3927,175,10,15,44983.95083541402,44983.95083541402,0.0,30208.74701092307,11499.999984261269,520.1671063103179,13857.774731704027,1.728135611824374e-11,24743.500000000608,5465.247010922447,0.0,34.285714285714285,65.71428571428571
2023-07-28_20:21:18.470189,16.1794650554657,3927,175,10,15,45774.518953052786,45770.07513762903,9.708054885984559e-05,30007.0972130934,11050.0,547.5179208655786,11127.632441067139,3.797056158543014e-12,24741.45000000061,5265.647213092786,0.0,37.714285714285715,62.28571428571429
2023-07-28_20:21:58.909506,27.181201696395874,3927,175,10,15,44318.244731312894,44318.11477544075,2.9323334651855007e-06,29171.871939983335,10900.0,517.9619839019176,12543.733307277576,0.0,24738.58000000061,4433.291939982726,0.0,42.857142857142854,57.14285714285714
2023-07-28_20:22:23.132241,10.825106382369995,3927,175,10,15,43613.52013251031,43611.702127458964,4.168443743646028e-05,29721.19009112949,10200.000000123026,564.2193251024129,9304.032681027047,-5.197404741107991e-12,24741.45000000061,4979.740091128887,0.0,38.285714285714285,61.71428571428571
2023-07-28_20:23:35.744567,55.81610178947449,3927,175,10,20,53265.585165742625,53265.585165742625,0.0,37487.46837387109,11000.0,660.2073069441408,14104.529356597994,0.0,32992.29000000086,4495.178373870231,0.0,44.57142857142857,55.42857142857143
2023-07-28_20:24:59.387207,66.10936069488525,3927,175,10,20,53446.68540893762,53446.68540893736,4.900855349708952e-15,37640.84593950247,11999.999996121873,697.4584641133222,12335.114209445732,4.111242502777098e-12,32992.29000000085,4648.55593950161,0.0,44.57142857142857,54.285714285714285
2023-07-28_20:25:39.316922,22.30417513847351,3927,175,10,20,55468.397443510854,55468.04163568553,6.414604382408795e-06,39231.41530642181,11400.0,557.5298190673873,18400.146823630173,0.0,32996.39000000086,6235.025306420952,0.0,27.42857142857143,72.57142857142857
2023-07-28_20:26:49.991432,53.1703782081604,3927,175,10,20,53682.777351055636,53682.777351055636,0.0,38065.22828917149,11600.0,663.5507766689774,8972.326334175785,1.626882182288139e-11,32992.69999984451,5072.528289326969,0.0,40.57142857142857,59.42857142857143
2023-07-28_20:27:28.717064,21.211563110351562,3927,175,10,20,53484.76279146237,53483.12041128514,3.0707440615118924e-05,37610.29095517457,11400.0,525.6086284337625,11387.551537539859,0.0,32989.42000000086,4620.870955173715,0.0,41.14285714285714,58.857142857142854
2023-07-28_20:27:50.377908,10.161793231964111,3927,175,20,10,35114.472718294164,35114.472718294164,0.0,21178.80055397174,9900.000000011745,341.8723928694266,8254.810644744757,0.0,16488.150000000354,4690.650553971387,0.0,42.285714285714285,57.714285714285715
2023-07-28_20:28:07.578903,7.181738615036011,3927,175,20,10,34115.2277089132,34115.2277089132,0.0,21064.90845642908,10750.0,371.5604960853485,8683.369497787593,0.0,16487.330000000355,4577.578456428725,0.0,40.0,60.0
2023-07-28_20:28:25.007467,7.360902547836304,3927,175,20,10,35556.56631943166,35556.104129353356,1.2998726427912742e-05,21043.959705372617,10349.999999674132,378.8888951260645,6159.292584072675,-6.516977821786669e-12,16487.330000000355,4556.629705372267,0.0,40.0,60.0
2023-07-28_20:28:41.974197,6.876794099807739,3927,175,20,10,34425.61004621062,34424.613261031955,2.8954757151031546e-05,21230.879078720995,9999.999984999999,342.47506612141694,4668.13193371722,0.0,16488.150000000354,4742.729078720638,0.0,40.0,60.0
2023-07-28_20:28:59.525224,7.383272647857666,3927,175,20,10,35225.93150429818,35225.79673713921,3.825794044911145e-06,21360.09171936076,10950.0,328.4777099963816,8260.04024786564,0.0,16491.840000000353,4868.251719360405,0.0,37.714285714285715,62.28571428571429
2023-07-28_20:29:27.779074,14.213809251785278,3927,175,20,15,45356.41896085204,45356.41896085204,0.0,30229.698108947036,10699.999997595785,578.8898027886892,13011.642381430998,-1.1574509712888838e-11,24744.730000000607,5484.968108946439,0.0,38.857142857142854,61.142857142857146
2023-07-28_20:30:09.349478,26.720872402191162,3927,175,20,15,42484.46329816954,42484.46329094174,1.7012803009910115e-10,29109.057751577817,9849.999991701266,486.27977789050124,12951.063957805434,0.0,24741.45000000061,4367.607751577208,0.0,40.57142857142857,59.42857142857143
2023-07-28_20:30:43.756788,19.754351377487183,3927,175,20,15,43222.63019742942,43222.41553690177,4.966392065215721e-06,28856.934174218593,10200.0,541.8718231736968,8506.285584637548,0.0,24738.99000000061,4117.944174217984,0.0,45.14285714285714,54.85714285714286
2023-07-28_20:31:11.083645,12.709288358688354,3927,175,20,15,45928.67283488062,45927.94267546092,1.5897681657880675e-05,30338.266519581513,11650.0,520.9618641877239,10766.687744955505,-9.874022646301664e-12,24744.320000000607,5593.946519580914,0.0,34.285714285714285,65.71428571428571
2023-07-28_20:31:39.851809,14.020297765731812,3927,175,20,15,43749.831141526825,43749.831141526825,0.0,29829.933638670456,10550.0,687.3140221280776,14786.199671267343,0.0,24741.45000000061,5088.483638669847,0.0,35.42857142857142,64.57142857142857
2023-07-28_20:32:31.394646,32.91772794723511,3927,175,20,20,54248.63643555956,54248.63643555956,0.0,38130.377566200856,11300.0,793.5015703979797,11044.904758171531,0.0,32995.16000000086,5135.217566199993,0.0,33.14285714285714,66.85714285714286
2023-07-28_20:33:24.747733,34.040334701538086,3927,175,20,20,54676.42321808814,54676.42321808814,0.0,38436.89345273749,11950.0,676.7166324455469,16259.316550805266,-2.0326845795426034e-11,32989.83000000086,5447.0634527366465,0.0,36.57142857142857,63.42857142857142
2023-07-28_20:34:08.288640,24.173600435256958,3927,175,20,20,52830.49765811186,52825.467380440095,9.521541334549566e-05,37527.49917442637,11200.0,837.4147697506025,17678.894536440486,3.764950940778403e-11,32989.83000000086,4537.669174425471,0.0,40.57142857142857,59.42857142857143
2023-07-28_20:35:09.127726,41.597538471221924,3927,175,20,20,54148.2940216255,54146.61916566442,3.093090911432636e-05,37979.41974614518,12049.999999999975,666.4441456593722,12363.207747354238,-3.661749125097116e-12,32994.74999964942,4984.669746495758,0.0,37.714285714285715,59.42857142857143
2023-07-28_20:35:51.242789,22.718498945236206,3927,175,20,20,54133.220622172645,54130.12438129364,5.7196687051336836e-05,38729.069784813226,10750.0,573.1029482592062,10736.769904832317,0.0,32992.29000000086,5736.779784812367,0.0,30.857142857142854,69.14285714285714
2023-07-28_20:36:10.563788,6.449565172195435,3927,175,34,10,34177.54522918647,34177.54522918383,7.727800800898689e-14,21308.028737314984,9799.999994212723,256.63801008223885,9048.712683657859,0.0,16487.330000000355,4820.6987373146285,0.0,38.857142857142854,61.142857142857146
2023-07-28_20:36:28.611468,6.571462154388428,3927,175,34,10,34833.04920299265,34833.04920299265,0.0,21383.690241924123,9950.0,397.3034299943948,7363.615211604328,-9.385364547381664e-12,16488.150000000354,4895.540241923777,0.0,37.714285714285715,62.28571428571429
2023-07-28_20:36:48.644060,8.670780420303345,3927,175,34,10,33351.32030411641,33351.20616185016,3.422421217716117e-06,21685.274964220676,9700.000000898486,450.0114058736257,9793.948143642458,-4.3655959482442825e-12,16488.560000000354,5196.714964220325,0.0,38.857142857142854,61.142857142857146
2023-07-28_20:37:10.854759,10.849175214767456,3927,175,34,10,34251.69843954754,34251.69843954754,0.0,20573.932930784576,10100.000002705312,303.7776883751501,5489.22582020863,1.9385087831044148e-11,16483.640000000356,4090.2929307842014,0.0,46.85714285714286,53.142857142857146
2023-07-28_20:37:28.197842,6.030501365661621,3927,175,34,10,36543.464709847205,36543.4646989131,2.9920822950417426e-10,21263.755909447656,10350.0,302.80815655277655,6334.491655582861,0.0,16489.380000000354,4774.3759094473035,0.0,36.57142857142857,63.42857142857142
2023-07-28_20:38:07.534487,23.45808720588684,3927,175,34,15,45791.018053031425,45791.018053031425,0.0,30562.355147593917,11350.00000000001,497.5277506799552,12053.383895548555,2.143932098649095e-11,24743.50000025817,5818.855147335727,0.0,25.71428571428571,72.57142857142857
2023-07-28_20:38:38.724609,14.551501274108887,3927,175,34,15,44151.95617832312,44147.8921637133,9.204608270133811e-05,30500.029383508343,9850.000000000005,499.23583558567935,12492.489235230147,-1.9079290861685354e-11,24743.500000000608,5756.529383507755,0.0,32.0,66.85714285714286
2023-07-28_20:39:11.925826,16.645917415618896,3927,175,34,15,43474.73983175135,43474.73983175135,0.0,29480.173371465717,10350.0,541.9528628909752,10157.052767697416,4.01763878733779e-12,24740.63000000061,4739.543371465105,0.0,44.57142857142857,55.42857142857143
2023-07-28_20:39:41.192199,12.679521322250366,3927,175,34,15,45838.46560765782,45838.46560765782,0.0,30591.623352407507,11600.0,706.9081361518017,11388.541121607097,0.0,24745.960000000607,5845.663352406899,0.0,29.714285714285715,70.28571428571428
2023-07-28_20:40:16.375835,18.525615692138672,3927,175,34,15,44121.22978447376,44119.16155275713,4.687611217408647e-05,29821.814200148052,10450.000000000005,534.0486854996335,15250.122099337199,0.0,24738.58000000061,5083.234200147444,0.0,40.0,60.0
2023-07-28_20:41:11.623270,34.18765449523926,3927,175,34,20,52959.97336319168,52959.97336319168,0.0,37861.93937346488,10399.99999375306,826.4034947955513,19461.218971455433,0.0,32990.24000000086,4871.699373464019,0.0,40.0,60.0
2023-07-28_20:42:18.401035,45.01633954048157,3927,175,34,20,53203.560703326846,53203.264088075186,5.575101510857462e-06,37885.34697062009,11650.0,586.145399082818,15836.162692191065,0.0,32992.70000000086,4892.646970619227,0.0,40.0,60.0
2023-07-28_20:43:06.860993,26.588156700134277,3927,175,34,20,53775.34302619775,53775.19245745181,2.799958818717169e-06,38082.1959894842,11100.0,636.2637275400077,17705.862746154595,0.0,32994.75000000086,5087.44598948334,0.0,36.0,64.0
2023-07-28_20:43:46.652123,17.95430588722229,3927,175,34,20,55046.313477836404,55046.313477836404,0.0,38448.460028994676,11349.999998815789,428.22157246754966,23400.629965526794,0.0,32995.98000000086,5452.480028993811,0.0,33.14285714285714,66.85714285714286
2023-07-28_20:44:40.336633,31.87943172454834,3927,175,34,20,53746.66624608422,53746.666235995406,1.8771050241151125e-10,38376.673599047295,11100.0,559.3123530986214,19405.751587448034,0.0,32994.340000000855,5382.333599046438,0.0,36.57142857142857,63.42857142857142
2023-07-28_20:44:58.777861,6.92388653755188,3927,200,10,10,38758.58024129454,38758.58024129454,0.0,24651.098624120077,10450.000002287587,359.8894190769414,7668.3255119097375,0.0,18848.520000000426,5802.57862411965,0.0,33.5,66.5
2023-07-28_20:45:16.647528,7.563324451446533,3927,200,10,10,40604.81263318363,40602.44417489017,5.832949692083554e-05,24647.036037433514,11650.0,426.2604848937071,13022.000007821003,0.0,18844.420000000428,5802.616037433087,0.0,36.0,64.0
2023-07-28_20:45:36.714115,9.634793043136597,3927,200,10,10,39745.62280836828,39745.62280836828,0.0,24005.519193947643,11350.00000008489,371.46595918939977,8462.43453567966,0.0,18842.37000000042,5163.149193947221,0.0,42.5,56.49999999999999
2023-07-28_20:46:00.805964,13.766323804855347,3927,200,10,10,38844.52319326859,38844.52319326859,0.0,24165.27354400209,11550.0,298.8905479337585,10279.52494578905,0.0,18841.55000000043,5323.723544001665,0.0,46.0,54.0
2023-07-28_20:46:17.104677,5.970058441162109,3927,200,10,10,39545.80436099868,39544.42922771149,3.4773177822800654e-05,23398.896743080193,12050.000001427383,450.9738447317982,9444.851199058197,0.0,18845.240000000427,4553.656743079766,0.0,35.5,64.5
2023-07-28_20:46:48.697874,17.42121458053589,3927,200,10,15,51237.099962303444,51236.69197122678,7.962805798278473e-06,33707.25717974615,12699.999991757233,560.207812012318,9033.424087088935,-1.2764476529818235e-11,28277.700000000717,5429.557179745448,0.0,39.0,61.0
2023-07-28_20:47:23.697165,19.993216514587402,3927,200,10,15,48414.68148320142,48412.98344885103,3.507271551457752e-05,33811.24842513237,11049.999999887432,644.179666210223,15843.487592044454,0.0,28276.880000000718,5534.368425131654,0.0,38.0,62.0
2023-07-28_20:47:55.538534,16.800033807754517,3927,200,10,15,50495.26632670459,50495.26632670459,0.0,33288.97115715843,12750.0,611.6169613940066,7303.780591658044,0.0,28271.55000000072,5017.421157157707,0.0,41.0,59.0
2023-07-28_20:48:41.195520,30.63827157020569,3927,200,10,15,52744.40122244397,52744.40122244397,0.0,33807.41811065114,13800.0,517.4868019692558,10155.118404389657,0.0,28275.24000000072,5532.178110650422,0.0,40.0,60.0
2023-07-28_20:49:20.611129,24.202996730804443,3927,200,10,15,51948.28050474482,51947.9283659888,6.778641229241512e-06,34882.48441656273,13000.000040710853,574.2428160367332,15439.844743725997,2.6672180170963187e-11,28277.69999999489,6604.784416567817,0.0,33.0,66.5
2023-07-28_20:50:53.415203,73.56841087341309,3927,200,10,20,61205.999973755126,61204.25483212416,2.8512590787038835e-05,42228.74324489072,13350.0,702.1566497416482,11676.310850937713,0.0,37700.320000000975,4528.423244889744,0.0,52.5,47.5
2023-07-28_20:51:45.286898,32.22444558143616,3927,200,10,20,59766.05911944993,59765.77591749386,4.738508113785169e-06,43566.09214663916,12000.000094859151,753.2169726067787,13266.32611606859,1.6005926196791749e-12,37708.110000001005,5857.982146638155,0.0,35.5,64.5
2023-07-28_20:52:39.926524,34.71487736701965,3927,200,10,20,62977.631410663074,62977.42125676717,3.3369609366988964e-06,43610.46646863881,13950.000000169493,726.4651989309529,9915.086814905724,0.0,37710.57000000099,5899.896468637824,0.0,34.5,65.5
2023-07-28_20:54:00.188088,60.514971017837524,3927,200,10,20,61694.47719478366,61694.47719478345,3.420124140855186e-15,42650.20360983585,13050.000000052638,781.5295178161932,12752.716662102728,2.914140074046697e-11,37705.65000000099,4944.553609834831,0.0,40.5,59.5
2023-07-28_20:55:05.758839,45.78423714637756,3927,200,10,20,59009.06354207798,59008.80605969036,4.363437956215871e-06,41889.04997996332,11600.000000049136,732.9234421054094,19231.432533023883,0.0,37703.190000000985,4185.859979962331,0.0,47.0,50.0
