start_time,execution_time,part_numbers,n_suppliers,LTL_zones,horizon,obj_value,obj_bound,obj_gap,trans_costs,order_cost,load_car_rent,load_car_invest,trans_costs_FTL,trans_costs_CES,trans_costs_LTL,share_suppl_FTL,share_suppl_CES,share_suppl_LTL
2023-07-28_19:13:05.508122,0.7215900421142578,3927,50,10,10,10350.143943962383,10350.143943962368,0.0,6205.939694933523,3050.0,114.47188173763082,1148.0701153146383,0.0,4711.719999999988,1494.2196949335348,0.0,28.000000000000004,72.0
2023-07-28_19:13:11.133267,1.4051539897918701,3927,50,10,15,13781.935101670173,13781.935101670173,0.0,8613.09168594559,3700.0,120.88314809694714,5922.564567434608,1.5951240419540774e-11,7069.220000029347,1543.8716859162278,0.0,22.0,76.0
2023-07-28_19:13:17.714215,2.1299021244049072,3927,50,10,15,13428.307392658087,13428.307392658087,0.0,8604.435365337305,3900.0,115.03548868898757,2633.9266854901293,0.0,7070.040000000062,1534.3953653372432,0.0,36.0,64.0
2023-07-28_19:13:23.949134,1.844388723373413,3927,50,10,15,12663.57580154844,12663.575801548432,0.0,8435.597802204491,3000.0,156.46228494460252,5643.895776739745,0.0,7069.220000000061,1366.377802204429,0.0,38.0,62.0
2023-07-28_19:13:29.781182,1.450124740600586,3927,50,10,15,11797.617210430017,11797.617210430002,0.0,8250.374832936312,2850.0,232.83758124849072,7250.152414425591,1.667611145714525e-11,7067.170000000062,1183.204832936234,0.0,54.0,46.0
2023-07-28_19:13:35.557099,1.4020304679870605,3927,50,10,15,12387.726168101752,12387.726168101752,0.0,8609.153088859955,3150.0,246.73005123276855,3277.5158329037577,-4.379474070990447e-12,7068.810000000062,1540.3430888598966,0.0,40.0,60.0
2023-07-28_19:13:47.114492,6.042700290679932,3927,50,10,20,14928.414589553307,14928.414589553307,0.0,10377.839100822503,3000.0,141.52157495422037,2197.880814482572,0.0,9425.490000000134,952.3491008223676,0.0,54.0,46.0
2023-07-28_19:13:55.389282,2.3506016731262207,3927,50,10,20,15642.498701911069,15642.498701911069,0.0,11376.250090587924,3250.0,184.07894602638504,3690.522859356947,0.0,9427.130000000134,1949.1200905877913,0.0,28.000000000000004,72.0
2023-07-28_19:14:06.361853,5.241687536239624,3927,50,10,20,15396.896491591304,15396.896491591237,0.0,10630.18943727135,3300.0,210.16683702827152,4511.818420510498,0.0,9424.260000000135,1205.9294372712154,0.0,57.99999999999999,42.0
2023-07-28_19:14:16.090060,4.029945611953735,3927,50,10,20,15691.142182202295,15691.142182202295,0.0,10590.189079959142,3150.0,142.99179089971875,6436.938864975065,0.0,9425.490000000134,1164.6990799590067,0.0,50.0,50.0
2023-07-28_19:14:24.333618,2.6199944019317627,3927,50,10,20,16307.630849186864,16307.630849186331,3.268187146053228e-14,11218.701075739296,3700.0,136.2960668298978,3820.767237260057,0.0,9427.130000000134,1791.571075739162,0.0,22.0,78.0
2023-07-28_19:14:29.781674,1.5470738410949707,3927,50,20,10,9901.334969309712,9901.334969309682,0.0,5868.688127325225,3050.0,89.08113524124273,4289.464803412643,0.0,4710.079999999989,1158.608127325236,0.0,52.0,48.0
2023-07-28_19:14:34.904544,1.6311936378479004,3927,50,20,10,9663.719520692614,9663.71952069258,0.0,5730.288730516736,2900.0,86.15192771052358,3049.9054100744006,0.0,4710.079999999989,1020.2087305167469,0.0,52.0,48.0
2023-07-28_19:14:39.459152,1.0570266246795654,3927,50,20,10,10269.098623719421,10269.098623719421,0.0,5938.746224712207,3550.0,44.556699473415044,1581.3649157697057,0.0,4711.719999999988,1227.026224712218,0.0,42.0,57.99999999999999
2023-07-28_19:14:45.419447,2.4638760089874268,3927,50,20,10,9466.807155342507,9466.807155342498,0.0,5642.744726549627,2950.0,77.80063191942256,2371.8863214658195,0.0,4707.619999999989,935.1247265496381,0.0,57.99999999999999,42.0
2023-07-28_19:14:49.959805,1.034435510635376,3927,50,20,10,9824.947292985516,9824.947292985482,0.0,6100.429830408426,2800.0,106.80535546244124,3395.702334884907,0.0,4710.899999999989,1389.5298304084372,0.0,42.0,57.99999999999999
2023-07-28_19:14:56.415188,1.8680088520050049,3927,50,20,15,13056.100802547066,13056.100802547066,0.0,9064.478583605483,3200.0,212.74418198153836,4562.539263301072,0.0,7068.810000000062,1995.668583605421,0.0,28.000000000000004,72.0
2023-07-28_19:15:02.752633,1.522867202758789,3927,50,20,15,12838.299402223423,12838.299402223143,2.1819429456330336e-14,9022.981759797636,2800.0,115.54944895150534,4532.958108881896,0.0,7070.450000000062,1952.531759797575,0.0,24.0,76.0
2023-07-28_19:15:08.760823,1.1985716819763184,3927,50,20,15,12629.401231718923,12629.401231718815,8.497661357030044e-15,8206.36194993375,2950.0,165.9037552056442,3203.2089661923874,1.3925212542727672e-11,7070.8600000000615,1135.5019499336734,0.0,42.0,57.99999999999999
2023-07-28_19:15:14.995530,1.4709393978118896,3927,50,20,15,13222.721355372445,13222.7213553724,0.0,8733.996610600168,3050.0,132.49961082265068,3834.1284962266363,0.0,7069.630000000061,1664.3666106001072,0.0,26.0,74.0
2023-07-28_19:15:23.540838,3.7396950721740723,3927,50,20,15,12650.408640701686,12650.408640701617,0.0,8153.422477610167,3200.0,136.39912003391666,3502.2050657418777,0.0,7067.9900000000625,1085.4324776101043,0.0,52.0,48.0
2023-07-28_19:15:31.368749,1.9082293510437012,3927,50,20,20,15175.27585765603,15175.27585765603,0.0,11557.583657228184,2900.0,264.6181275064238,1613.8147039609328,0.0,9428.360000000133,2129.223657228051,0.0,20.0,80.0
2023-07-28_19:15:41.813975,4.242717742919922,3927,50,20,20,15961.175327647601,15961.16032606276,9.398797101892658e-07,10572.23191989567,4150.0,233.22652096557718,3214.1232340358197,0.0,9425.900000000134,1146.3319198955362,0.0,52.0,48.0
2023-07-28_19:15:49.817890,1.8900513648986816,3927,50,20,20,15707.044028354547,15707.044028354547,0.0,11278.266569601863,3150.0,201.47969704160818,2594.643091979876,0.0,9427.540000000134,1850.7265696017303,0.0,28.000000000000004,72.0
2023-07-28_19:15:59.852595,3.848707437515259,3927,50,20,20,15987.156001285033,15987.156001285033,0.0,10914.692666008541,3600.0,185.4614460289324,2511.3141436860283,2.804268300858786e-11,9427.540000000134,1487.1526660083803,0.0,34.0,66.0
2023-07-28_19:16:07.982310,1.9050016403198242,3927,50,20,20,14516.773130448528,14516.773130448528,0.0,10798.751891188587,2750.0,290.58856013450117,4858.511145883216,0.0,9425.080000000135,1373.671891188453,0.0,42.0,57.99999999999999
2023-07-28_19:16:13.011515,0.7828636169433594,3927,50,34,10,10303.204449571334,10303.204449571249,0.0,6422.637975909944,3150.0,66.59291987407242,1164.5221140657866,3.1231906263444776e-12,4710.489999999989,1712.1479759099514,0.0,32.0,68.0
2023-07-28_19:16:17.858504,0.9277198314666748,3927,50,34,10,9492.560164085455,9492.560164085455,0.0,5987.76261597537,2750.000024137931,107.55071897942042,1026.887306105173,8.015725679722565e-12,4711.719999999989,1276.0426159753727,0.0,42.0,57.99999999999999
2023-07-28_19:16:23.205438,1.464578628540039,3927,50,34,10,10055.430868458448,10055.066424013989,3.6243543337665934e-05,5710.411470188017,3250.0,100.63845720255586,876.3841039429101,0.0,4709.259999999989,1001.1514701880274,0.0,60.0,40.0
2023-07-28_19:16:28.448179,1.3317489624023438,3927,50,34,10,9610.147081059258,9609.509528147348,6.634163936647974e-05,5657.897613289573,2800.0,113.76240618139877,3276.1648450180996,0.0,4710.489999999989,947.4076132895843,0.0,52.0,48.0
2023-07-28_19:16:33.435523,1.1330792903900146,3927,50,34,10,10008.732477949347,10008.732477949325,0.0,5998.879777608989,3050.0,77.16267143683184,2400.6463068336484,-2.2971870675538423e-12,4711.309999999989,1287.5697776090021,0.0,40.0,60.0
2023-07-28_19:16:40.974607,2.347883701324463,3927,50,34,15,12486.09048110638,12486.090481106366,0.0,8403.27704023157,3000.0,164.40390953109193,1959.3187730789264,0.0,7067.990000000062,1335.2870402315075,0.0,40.0,60.0
2023-07-28_19:16:48.973998,2.5942094326019287,3927,50,34,15,12414.626927400252,12414.626927400252,0.0,8581.125780592589,3150.0,114.8467895637057,4721.9341313227305,0.0,7068.4000000000615,1512.7257805925271,0.0,38.0,62.0
2023-07-28_19:16:57.119697,2.7252025604248047,3927,50,34,15,12121.227646856069,12121.227646856069,0.0,8313.911405585624,2800.0,95.43823141418031,5828.881290271795,0.0,7069.220000000061,1244.6914055855627,0.0,48.0,52.0
2023-07-28_19:17:03.998423,1.4997193813323975,3927,50,34,15,12681.208051018659,12681.20805101853,1.0184222759548651e-14,8735.319456067376,3250.0,115.84239795929346,1342.8218040286104,-1.75983427930183e-11,7070.8600000000615,1664.459456067333,0.0,32.0,68.0
